image_id,file_size_kb,width,height,aspect_ratio,sharpness_lapvar,noise_estimate,watermark_region_mean,source_type,error
IMG_11851,61.9501953125,640,640,1.0,1453.95,10.0022,95.88,unknown,
IMG_18919,143.130859375,640,640,1.0,11661.43,22.2261,80.77,unknown,
IMG_06301,145.0458984375,640,640,1.0,10130.77,20.5147,101.01,unknown,
IMG_02280,148.4970703125,640,640,1.0,10696.88,20.9147,88.75,unknown,
IMG_01502,114.1396484375,640,640,1.0,5034.97,15.3649,164.43,unknown,
IMG_07468,129.3994140625,640,640,1.0,7197.97,17.7734,173.43,unknown,
IMG_09483,43.9951171875,640,640,1.0,231.8,4.5916,88.15,unknown,
IMG_02615,75.8330078125,640,640,1.0,1798.13,11.3202,174.8,unknown,
IMG_07629,117.7802734375,640,640,1.0,13974.33,25.5717,89.24,unknown,
IMG_03310,140.1328125,640,640,1.0,9483.74,19.8207,112.56,unknown,
IMG_12456,134.5283203125,640,640,1.0,8277.21,18.5749,132.96,unknown,
IMG_09109,98.5,640,640,1.0,2510.72,11.9582,144.62,unknown,
IMG_14858,84.751953125,640,640,1.0,3962.24,15.2165,151.12,unknown,
IMG_11955,63.4892578125,640,640,1.0,2493.48,11.468,113.84,unknown,
IMG_05330,102.82421875,640,640,1.0,5190.7,17.6323,88.94,unknown,
IMG_12131,136.955078125,640,640,1.0,8676.95,20.3513,125.93,unknown,
IMG_11642,93.2451171875,640,640,1.0,3016.86,12.4653,97.52,unknown,
IMG_06866,64.0146484375,640,640,1.0,445.95,6.2446,86.54,unknown,
IMG_08749,126.845703125,640,640,1.0,7100.91,17.326,149.04,unknown,
IMG_02340,147.501953125,640,640,1.0,12485.88,23.0955,114.22,unknown,
IMG_05608,109.607421875,640,640,1.0,3746.35,13.5814,51.88,unknown,
IMG_17503,56.375,640,640,1.0,312.75,5.1019,130.98,unknown,
IMG_08022,101.9189453125,640,640,1.0,2993.09,12.4203,80.14,unknown,
IMG_05355,135.6806640625,640,640,1.0,9013.73,19.2148,193.45,unknown,
IMG_15148,131.7822265625,640,640,1.0,8818.64,19.2745,105.51,unknown,
IMG_12434,115.853515625,640,640,1.0,4728.5,14.6072,107.98,unknown,
IMG_08846,76.298828125,640,640,1.0,2315.09,11.6713,141.81,unknown,
IMG_18251,107.1181640625,640,640,1.0,3440.25,13.0489,180.21,unknown,
IMG_07197,48.1259765625,640,640,1.0,715.6,6.6477,73.33,unknown,
IMG_10627,56.220703125,640,640,1.0,678.08,6.9067,92.77,unknown,
IMG_01833,134.0380859375,640,640,1.0,7647.87,18.455,95.7,unknown,
IMG_07506,145.458984375,640,640,1.0,10890.91,21.8439,94.32,unknown,
IMG_01052,114.490234375,640,640,1.0,4620.46,14.3977,153.23,unknown,
IMG_10337,83.060546875,640,640,1.0,843.72,9.344,127.28,unknown,
IMG_13146,101.998046875,640,640,1.0,4741.45,14.5856,100.21,unknown,
IMG_08774,130.294921875,640,640,1.0,7332.97,17.6467,122.4,unknown,
IMG_02169,157.0556640625,640,640,1.0,13499.3,23.5259,141.82,unknown,
IMG_06914,114.55859375,640,640,1.0,4674.25,14.7427,124.46,unknown,
IMG_18586,54.599609375,640,640,1.0,1811.83,9.0675,141.74,unknown,
IMG_10312,38.375,640,640,1.0,332.57,5.1028,114.38,unknown,
IMG_06968,83.5888671875,640,640,1.0,1661.64,10.1114,101.35,unknown,
IMG_16359,72.9169921875,640,640,1.0,3062.45,11.5861,140.49,unknown,
IMG_12965,134.572265625,640,640,1.0,8244.39,18.341,98.64,unknown,
IMG_15036,68.7978515625,640,640,1.0,3442.52,12.1201,89.66,unknown,
IMG_04682,122.34375,640,640,1.0,6216.66,16.2909,155.66,unknown,
IMG_08680,117.5283203125,640,640,1.0,4801.55,14.7636,137.0,unknown,
IMG_04576,109.064453125,640,640,1.0,4316.75,14.3757,120.39,unknown,
IMG_08082,61.21484375,640,640,1.0,2257.74,10.3522,91.04,unknown,
IMG_18395,138.82421875,640,640,1.0,10781.7,22.177,73.7,unknown,
IMG_17662,62.865234375,640,640,1.0,1469.96,9.1343,63.89,unknown,
IMG_08610,147.490234375,640,640,1.0,10468.07,22.187,128.07,unknown,
IMG_14039,116.53125,640,640,1.0,4692.19,14.9418,147.1,unknown,
IMG_13088,128.23046875,640,640,1.0,7109.51,17.6704,139.3,unknown,
IMG_11862,87.265625,640,640,1.0,3198.97,13.4261,112.06,unknown,
IMG_07187,157.3154296875,640,640,1.0,13103.74,24.1901,127.1,unknown,
IMG_04533,134.3369140625,640,640,1.0,8283.39,19.9355,116.97,unknown,
IMG_16697,74.052734375,640,640,1.0,1861.23,10.1238,107.54,unknown,
IMG_16172,129.29296875,640,640,1.0,7786.92,17.6925,179.51,unknown,
IMG_02979,68.7412109375,640,640,1.0,475.02,6.1893,114.3,unknown,
IMG_01544,78.150390625,640,640,1.0,2611.09,13.602,112.24,unknown,
IMG_03593,73.640625,640,640,1.0,4240.74,13.801,67.63,unknown,
IMG_05009,163.6201171875,640,640,1.0,12166.11,24.2627,98.29,unknown,
IMG_05243,102.4140625,640,640,1.0,3164.6,13.1489,165.11,unknown,
IMG_13834,169.1279296875,640,640,1.0,16673.85,25.49,159.7,unknown,
IMG_02082,121.3388671875,640,640,1.0,5798.43,15.7803,129.29,unknown,
IMG_12609,144.35546875,640,640,1.0,10296.84,20.3926,99.12,unknown,
IMG_12505,112.8984375,640,640,1.0,7053.59,17.3698,147.82,unknown,
IMG_15338,111.4375,640,640,1.0,4346.07,14.2748,124.72,unknown,
IMG_17339,74.537109375,640,640,1.0,2594.57,12.3117,73.72,unknown,
IMG_08239,78.6044921875,640,640,1.0,2791.63,11.9209,101.34,unknown,
IMG_18129,56.025390625,640,640,1.0,1156.9,8.2617,91.0,unknown,
IMG_00377,88.853515625,640,640,1.0,1743.85,10.166,175.01,unknown,
IMG_03754,126.9326171875,640,640,1.0,6570.97,17.4138,124.5,unknown,
IMG_17596,156.8544921875,640,640,1.0,13545.58,24.5126,124.67,unknown,
IMG_08744,108.259765625,640,640,1.0,4749.42,16.1848,83.76,unknown,
IMG_11147,121.4658203125,640,640,1.0,6659.23,16.7217,89.56,unknown,
IMG_03656,108.107421875,640,640,1.0,4296.01,14.0369,113.9,unknown,
IMG_09618,61.0341796875,640,640,1.0,2224.37,11.3869,161.83,unknown,
IMG_14247,119.4326171875,640,640,1.0,6178.23,17.5862,102.18,unknown,
IMG_05183,22.94921875,640,640,1.0,228.22,4.2705,50.86,unknown,
IMG_14868,138.255859375,640,640,1.0,8905.36,19.4353,152.51,unknown,
IMG_00107,126.884765625,640,640,1.0,7121.11,17.4539,120.6,unknown,
IMG_08631,71.08203125,640,640,1.0,1055.49,8.8888,37.44,unknown,
IMG_16404,131.1953125,640,640,1.0,7907.75,17.9128,186.46,unknown,
IMG_05855,74.1611328125,640,640,1.0,2129.47,11.071,107.43,unknown,
IMG_16636,86.4482421875,640,640,1.0,4081.55,13.9021,100.13,unknown,
IMG_03487,45.1240234375,640,640,1.0,648.81,6.6132,113.11,unknown,
IMG_09780,59.7734375,640,640,1.0,1082.84,8.1453,132.77,unknown,
IMG_06518,72.9853515625,640,640,1.0,1818.89,10.4607,122.26,unknown,
IMG_12253,155.9384765625,640,640,1.0,12162.84,26.3288,150.9,unknown,
IMG_05294,77.0009765625,640,640,1.0,2798.2,11.7125,175.88,unknown,
IMG_17675,154.0703125,640,640,1.0,13036.05,22.6909,167.7,unknown,
IMG_17379,43.25,640,640,1.0,647.38,6.2188,135.96,unknown,
IMG_00019,76.9462890625,640,640,1.0,2820.13,11.6962,151.02,unknown,
IMG_10622,98.287109375,640,640,1.0,3830.31,13.9585,103.55,unknown,
IMG_16011,144.0263671875,640,640,1.0,10565.0,20.5712,112.6,unknown,
IMG_00639,58.77734375,640,640,1.0,1467.84,9.4859,61.66,unknown,
IMG_03666,81.2744140625,640,640,1.0,4149.39,14.5512,74.6,unknown,
IMG_11895,59.5107421875,640,640,1.0,975.34,7.739,120.01,unknown,
IMG_10077,111.8896484375,640,640,1.0,5255.22,15.8409,65.22,unknown,
IMG_07847,140.462890625,640,640,1.0,10062.91,20.4473,95.0,unknown,
IMG_01899,82.314453125,640,640,1.0,3577.62,13.0939,140.91,unknown,
IMG_07893,127.712890625,640,640,1.0,6423.28,17.0161,129.75,unknown,
IMG_18592,125.9345703125,640,640,1.0,7043.55,17.4241,94.5,unknown,
IMG_02581,134.087890625,640,640,1.0,7601.69,18.1967,110.76,unknown,
IMG_02807,128.7978515625,640,640,1.0,8232.26,18.3222,46.5,unknown,
IMG_15925,147.0791015625,640,640,1.0,12349.57,22.2718,170.74,unknown,
IMG_02268,55.3623046875,640,640,1.0,892.09,8.3948,158.59,unknown,
IMG_17456,134.0263671875,640,640,1.0,9430.96,20.4484,176.72,unknown,
IMG_04121,59.2275390625,640,640,1.0,1254.15,8.6124,84.17,unknown,
IMG_04208,127.2373046875,640,640,1.0,6353.1,17.5509,72.03,unknown,
IMG_15575,137.6865234375,640,640,1.0,10143.76,21.4057,96.11,unknown,
IMG_18016,147.2841796875,640,640,1.0,11228.17,23.2091,121.84,unknown,
IMG_05411,56.5283203125,640,640,1.0,457.8,6.2486,115.09,unknown,
IMG_08686,134.8857421875,640,640,1.0,8636.05,18.9623,107.36,unknown,
IMG_17291,51.271484375,640,640,1.0,1458.29,8.5449,175.1,unknown,
IMG_13866,133.3203125,640,640,1.0,6879.64,17.7707,135.52,unknown,
IMG_06941,75.3447265625,640,640,1.0,1020.04,7.6975,119.21,unknown,
IMG_17672,94.6083984375,640,640,1.0,2913.41,11.6193,137.64,unknown,
IMG_06592,135.8671875,640,640,1.0,9046.3,19.0443,71.18,unknown,
IMG_10215,165.875,640,640,1.0,15007.7,25.4071,121.38,unknown,
IMG_13075,68.767578125,640,640,1.0,1654.74,9.6976,133.9,unknown,
IMG_12237,63.8974609375,640,640,1.0,3589.75,12.0849,161.61,unknown,
IMG_14356,117.775390625,640,640,1.0,6789.14,18.832,140.69,unknown,
IMG_16960,150.4765625,640,640,1.0,12044.6,22.887,151.0,unknown,
IMG_14795,115.482421875,640,640,1.0,4459.08,14.5995,68.98,unknown,
IMG_03966,53.775390625,640,640,1.0,587.86,7.4433,86.84,unknown,
IMG_08124,64.4287109375,640,640,1.0,1023.47,8.2661,152.17,unknown,
IMG_07363,150.3349609375,640,640,1.0,11697.36,22.314,143.4,unknown,
IMG_02099,105.6328125,640,640,1.0,4586.39,14.976,140.28,unknown,
IMG_11079,125.7998046875,640,640,1.0,6430.01,16.67,156.17,unknown,
IMG_00690,112.021484375,640,640,1.0,5153.71,17.2795,111.65,unknown,
IMG_18151,69.708984375,640,640,1.0,2965.96,12.0848,66.37,unknown,
IMG_07541,104.8564453125,640,640,1.0,3244.53,13.8969,162.13,unknown,
IMG_07217,105.69921875,640,640,1.0,3299.72,12.7455,112.85,unknown,
IMG_00236,136.513671875,640,640,1.0,8716.23,19.4252,139.44,unknown,
IMG_02327,150.05078125,640,640,1.0,9948.12,21.8709,102.59,unknown,
IMG_01930,125.7158203125,640,640,1.0,6935.41,18.3662,141.62,unknown,
IMG_07502,122.880859375,640,640,1.0,5787.64,16.3897,67.81,unknown,
IMG_02209,48.701171875,640,640,1.0,499.85,6.0735,101.33,unknown,
IMG_01030,98.8017578125,640,640,1.0,2539.69,13.4666,114.5,unknown,
IMG_10828,128.255859375,640,640,1.0,7146.55,17.5735,111.5,unknown,
IMG_02322,104.376953125,640,640,1.0,4465.02,15.2474,87.47,unknown,
IMG_16848,60.009765625,640,640,1.0,472.88,6.0196,75.12,unknown,
IMG_07799,96.1318359375,640,640,1.0,2464.04,11.4061,124.54,unknown,
IMG_09126,81.6298828125,640,640,1.0,2941.62,12.6626,156.84,unknown,
IMG_15907,134.6396484375,640,640,1.0,8211.48,18.6741,68.87,unknown,
IMG_07021,125.5703125,640,640,1.0,6643.33,18.2528,104.7,unknown,
IMG_17670,68.98046875,640,640,1.0,2044.82,10.593,130.06,unknown,
IMG_04336,102.82421875,640,640,1.0,3132.25,12.8372,145.69,unknown,
IMG_18712,132.92578125,640,640,1.0,7724.9,18.5936,143.77,unknown,
IMG_18882,117.701171875,640,640,1.0,5548.93,15.2455,96.85,unknown,
IMG_15489,140.8037109375,640,640,1.0,12477.94,24.2572,77.18,unknown,
IMG_07963,118.990234375,640,640,1.0,5286.41,16.4617,143.6,unknown,
IMG_15499,67.0068359375,640,640,1.0,2820.54,11.1544,104.77,unknown,
IMG_13339,115.205078125,640,640,1.0,4582.16,15.4035,166.71,unknown,
IMG_06240,72.3681640625,640,640,1.0,1251.04,9.2369,100.32,unknown,
IMG_03091,153.9443359375,640,640,1.0,12451.47,22.6936,187.52,unknown,
IMG_03177,134.8173828125,640,640,1.0,6822.71,18.4622,98.24,unknown,
IMG_14125,64.3427734375,640,640,1.0,1311.7,9.4116,147.0,unknown,
IMG_11610,111.951171875,640,640,1.0,3972.59,14.5524,117.52,unknown,
IMG_13880,129.44140625,640,640,1.0,7893.8,18.2892,143.91,unknown,
IMG_13471,147.4658203125,640,640,1.0,9818.85,20.6166,138.87,unknown,
IMG_15304,113.42578125,640,640,1.0,6586.83,19.2375,126.89,unknown,
IMG_01776,129.25390625,640,640,1.0,6968.58,17.9932,117.59,unknown,
IMG_03225,135.4111328125,640,640,1.0,8328.67,18.7682,148.7,unknown,
IMG_01987,102.384765625,640,640,1.0,7868.28,18.8169,151.99,unknown,
IMG_13194,131.87890625,640,640,1.0,7603.41,17.9895,129.07,unknown,
IMG_11119,72.767578125,640,640,1.0,3219.16,12.1736,163.08,unknown,
IMG_03581,136.640625,640,640,1.0,7104.13,18.4407,164.25,unknown,
IMG_08148,123.033203125,640,640,1.0,7388.66,19.3953,163.9,unknown,
IMG_06279,64.48828125,640,640,1.0,2175.27,9.9516,116.89,unknown,
IMG_06233,43.505859375,640,640,1.0,734.67,6.6224,90.46,unknown,
IMG_17574,153.9296875,640,640,1.0,11661.38,22.1468,121.38,unknown,
IMG_14701,45.609375,640,640,1.0,783.11,6.8877,68.79,unknown,
IMG_04594,150.4794921875,640,640,1.0,11410.28,21.8196,166.18,unknown,
IMG_13825,126.2998046875,640,640,1.0,7044.3,17.1636,176.3,unknown,
IMG_06013,43.142578125,640,640,1.0,534.36,6.053,80.66,unknown,
IMG_09128,48.5146484375,640,640,1.0,411.6,5.5903,109.06,unknown,
IMG_15160,53.1640625,640,640,1.0,1001.36,7.9631,125.97,unknown,
IMG_08186,87.5068359375,640,640,1.0,2061.68,10.743,42.43,unknown,
IMG_02471,75.8701171875,640,640,1.0,3443.1,13.6555,139.51,unknown,
IMG_14521,97.8271484375,640,640,1.0,2131.86,10.8442,121.99,unknown,
IMG_18034,158.103515625,640,640,1.0,13801.34,23.6524,126.42,unknown,
IMG_03209,46.9375,640,640,1.0,1061.36,8.1194,118.38,unknown,
IMG_01658,66.578125,640,640,1.0,2002.11,10.3857,141.73,unknown,
IMG_17714,109.052734375,640,640,1.0,4372.34,14.0171,103.84,unknown,
IMG_00484,135.7490234375,640,640,1.0,8249.68,19.4649,135.15,unknown,
IMG_03057,113.3505859375,640,640,1.0,4805.96,14.4729,90.66,unknown,
IMG_07746,153.9794921875,640,640,1.0,12638.4,22.7504,137.92,unknown,
IMG_05450,152.8232421875,640,640,1.0,11349.53,22.3498,79.83,unknown,
IMG_13318,112.3759765625,640,640,1.0,4258.71,14.1572,171.08,unknown,
IMG_15914,140.958984375,640,640,1.0,8669.15,19.304,149.04,unknown,
IMG_15774,114.8701171875,640,640,1.0,4407.74,14.344,114.11,unknown,
IMG_07005,89.5712890625,640,640,1.0,2952.93,12.5616,143.56,unknown,
IMG_13142,105.1806640625,640,640,1.0,2958.72,13.1181,98.61,unknown,
IMG_01922,60.1640625,640,640,1.0,1805.84,9.7045,129.02,unknown,
IMG_05395,121.5634765625,640,640,1.0,5677.64,16.4033,111.84,unknown,
IMG_12419,120.1708984375,640,640,1.0,6604.88,18.63,103.41,unknown,
IMG_00071,91.9609375,640,640,1.0,2032.01,10.5162,115.44,unknown,
IMG_12794,119.12890625,640,640,1.0,6055.56,17.5837,63.4,unknown,
IMG_08691,88.0244140625,640,640,1.0,3416.6,14.3287,129.72,unknown,
IMG_14910,114.4541015625,640,640,1.0,5229.5,15.4004,91.69,unknown,
IMG_09348,114.7265625,640,640,1.0,4810.66,14.6618,138.91,unknown,
IMG_13862,86.7197265625,640,640,1.0,5602.38,17.3415,78.5,unknown,
IMG_18212,144.224609375,640,640,1.0,11038.83,21.1024,149.16,unknown,
IMG_15948,149.91796875,640,640,1.0,11867.73,22.1647,133.54,unknown,
IMG_05073,154.7041015625,640,640,1.0,14022.88,23.7949,155.9,unknown,
IMG_06223,56.0869140625,640,640,1.0,1697.36,9.6207,136.0,unknown,
IMG_09723,136.9560546875,640,640,1.0,9207.35,19.2486,145.95,unknown,
IMG_07134,138.2451171875,640,640,1.0,9735.97,20.7563,65.09,unknown,
IMG_01917,145.669921875,640,640,1.0,10407.67,22.1799,137.97,unknown,
IMG_18979,112.078125,640,640,1.0,4380.31,13.9969,122.08,unknown,
IMG_17767,153.5615234375,640,640,1.0,12885.9,22.5681,159.05,unknown,
IMG_01998,97.5517578125,640,640,1.0,3219.13,12.2654,82.62,unknown,
IMG_10277,79.609375,640,640,1.0,5625.77,15.6987,139.95,unknown,
IMG_01874,103.03515625,640,640,1.0,4376.38,15.4294,80.17,unknown,
IMG_01644,74.0791015625,640,640,1.0,2285.28,11.0014,95.17,unknown,
IMG_15624,158.888671875,640,640,1.0,12759.46,22.5667,144.27,unknown,
IMG_16478,106.0234375,640,640,1.0,7195.28,17.4273,92.66,unknown,
IMG_17404,142.189453125,640,640,1.0,11673.85,21.9285,147.18,unknown,
IMG_05159,112.7890625,640,640,1.0,5193.9,15.7989,176.43,unknown,
IMG_01864,68.31640625,640,640,1.0,1671.69,10.1274,161.13,unknown,
IMG_16641,135.6416015625,640,640,1.0,9010.51,19.2983,133.53,unknown,
IMG_02626,136.9228515625,640,640,1.0,8504.63,18.6772,133.15,unknown,
IMG_06090,162.552734375,640,640,1.0,14293.48,24.0437,108.09,unknown,
IMG_02246,106.140625,640,640,1.0,4351.92,14.2058,63.03,unknown,
IMG_02227,114.6083984375,640,640,1.0,6240.59,16.4729,65.74,unknown,
IMG_07708,63.6435546875,640,640,1.0,1344.75,9.2938,78.24,unknown,
IMG_13231,145.8154296875,640,640,1.0,10519.95,22.6048,130.08,unknown,
IMG_03929,130.9951171875,640,640,1.0,6371.55,16.9335,176.54,unknown,
IMG_18668,63.5244140625,640,640,1.0,2139.01,10.2751,152.56,unknown,
IMG_08068,131.0556640625,640,640,1.0,6791.81,17.7507,157.96,unknown,
IMG_18971,138.19921875,640,640,1.0,8906.62,19.723,153.1,unknown,
IMG_01303,107.673828125,640,640,1.0,3172.91,13.3626,128.11,unknown,
IMG_02687,82.8076171875,640,640,1.0,2250.48,11.5283,123.89,unknown,
IMG_13738,85.623046875,640,640,1.0,1871.71,10.3851,124.57,unknown,
IMG_18522,40.03125,640,640,1.0,591.62,5.7898,105.52,unknown,
IMG_17131,68.1494140625,640,640,1.0,3108.74,12.384,175.55,unknown,
IMG_10367,134.7861328125,640,640,1.0,8287.1,20.6375,211.18,streetview,
IMG_08545,130.8515625,640,640,1.0,6779.04,18.0048,74.94,unknown,
IMG_06694,159.392578125,640,640,1.0,15542.64,25.3851,124.11,unknown,
IMG_10296,34.5009765625,640,640,1.0,306.4,5.0762,82.66,unknown,
IMG_07822,48.4072265625,640,640,1.0,1024.4,7.7561,147.24,unknown,
IMG_08704,86.1376953125,640,640,1.0,1983.67,10.7887,155.7,unknown,
IMG_12970,68.6748046875,640,640,1.0,1994.0,10.2603,149.7,unknown,
IMG_04289,106.55078125,640,640,1.0,6446.64,17.3094,155.67,unknown,
IMG_09831,66.8544921875,640,640,1.0,1572.04,9.401,129.95,unknown,
IMG_14983,105.7763671875,640,640,1.0,3951.36,13.5144,148.28,unknown,
IMG_10361,133.49609375,640,640,1.0,8381.92,19.119,216.69,streetview,
IMG_02378,44.568359375,640,640,1.0,547.68,6.1683,104.2,unknown,
IMG_00306,120.7021484375,640,640,1.0,10501.08,21.6926,57.57,unknown,
IMG_15018,125.4580078125,640,640,1.0,6193.65,16.604,97.77,unknown,
IMG_18449,107.556640625,640,640,1.0,5216.79,15.8758,91.72,unknown,
IMG_03277,145.6826171875,640,640,1.0,10642.42,21.1138,69.26,unknown,
IMG_02401,73.427734375,640,640,1.0,2747.36,11.8477,111.49,unknown,
IMG_17618,154.044921875,640,640,1.0,14668.53,26.3599,215.29,streetview,
IMG_06985,106.26171875,640,640,1.0,3558.44,13.2181,151.95,unknown,
IMG_16577,156.7998046875,640,640,1.0,14238.18,24.3233,166.35,unknown,
IMG_04341,145.0361328125,640,640,1.0,9892.84,21.2714,65.32,unknown,
IMG_11437,64.5390625,640,640,1.0,1081.97,8.8644,150.09,unknown,
IMG_02255,113.1708984375,640,640,1.0,4284.87,14.9049,103.28,unknown,
IMG_08005,82.3828125,640,640,1.0,1829.75,9.9747,124.56,unknown,
IMG_12109,55.6513671875,640,640,1.0,689.86,6.6687,131.51,unknown,
IMG_09339,143.8935546875,640,640,1.0,10416.38,20.6025,113.61,unknown,
IMG_05170,82.0947265625,640,640,1.0,2835.42,12.1386,159.73,unknown,
IMG_14359,116.1630859375,640,640,1.0,5383.38,15.6354,41.88,unknown,
IMG_17801,119.078125,640,640,1.0,9475.27,20.495,89.01,unknown,
IMG_09913,142.6484375,640,640,1.0,9494.77,19.8456,137.19,unknown,
IMG_17333,82.0244140625,640,640,1.0,3577.79,12.5317,110.04,unknown,
IMG_00257,107.7392578125,640,640,1.0,3524.64,13.5227,119.55,unknown,
IMG_18174,160.7783203125,640,640,1.0,13238.09,23.1316,108.11,unknown,
IMG_09811,118.53125,640,640,1.0,7892.05,18.966,127.08,unknown,
IMG_03395,59.517578125,640,640,1.0,286.86,5.2707,161.91,unknown,
IMG_04401,131.1845703125,640,640,1.0,7003.67,17.9382,94.48,unknown,
IMG_08667,114.4267578125,640,640,1.0,4763.96,14.7087,127.98,unknown,
IMG_03783,26.2939453125,640,640,1.0,258.27,4.2669,76.66,unknown,
IMG_03508,107.189453125,640,640,1.0,4711.97,14.1033,81.82,unknown,
IMG_05094,87.4521484375,640,640,1.0,3145.11,12.41,139.19,unknown,
IMG_08925,74.4052734375,640,640,1.0,1985.94,10.8139,75.09,unknown,
IMG_09233,58.2021484375,640,640,1.0,895.76,7.4866,148.58,unknown,
IMG_06902,139.21875,640,640,1.0,9264.77,19.9777,131.91,unknown,
IMG_11236,142.638671875,640,640,1.0,8703.66,19.6289,137.8,unknown,
IMG_06672,78.5712890625,640,640,1.0,2280.41,11.6252,114.7,unknown,
IMG_08651,60.826171875,640,640,1.0,3546.05,12.5826,177.41,unknown,
IMG_16562,75.3251953125,640,640,1.0,3296.71,13.3443,114.34,unknown,
IMG_16009,87.416015625,640,640,1.0,5279.56,15.3473,184.36,unknown,
IMG_08229,121.765625,640,640,1.0,6009.72,16.1341,113.11,unknown,
IMG_01665,56.8740234375,640,640,1.0,1169.93,9.3714,123.16,unknown,
IMG_03025,146.3916015625,640,640,1.0,10745.86,20.9839,139.35,unknown,
IMG_09067,140.21484375,640,640,1.0,9624.47,20.0707,150.01,unknown,
IMG_01445,89.4296875,640,640,1.0,4808.54,15.1104,153.22,unknown,
IMG_00117,114.2470703125,640,640,1.0,5312.2,15.913,86.27,unknown,
IMG_10930,77.6904296875,640,640,1.0,2470.09,10.8142,103.18,unknown,
IMG_04287,146.173828125,640,640,1.0,9585.78,20.7349,129.69,unknown,
IMG_08584,121.66015625,640,640,1.0,3452.71,16.1034,97.46,unknown,
IMG_05295,70.666015625,640,640,1.0,1361.53,8.9609,103.42,unknown,
IMG_14479,142.796875,640,640,1.0,11335.72,21.7912,143.54,unknown,
